1778362067,6.039,normal,1,1
1778362067,6.907,normal,1,1
1778362067,7.997,normal,1,1
1778362067,8.779,normal,1,1
1778362067,10.04,normal,1,1
1778362067,10.787,normal,1,2
1778362067,11.433,normal,1,2
1778362067,12.365,normal,1,2
1778362067,14.096,normal,1,2
1778362083,6.444,normal,1,1
1778362083,7.786,normal,1,1
1778362083,8.807,normal,1,1
1778362083,9.861,normal,1,1
1778362083,10.86,normal,1,2
1778362083,11.301,normal,1,2
1778362083,11.825,normal,1,2
1778362083,12.862,normal,1,2
1778362083,13.54,normal,1,2
1778362083,14.562,normal,1,2
1778362083,20.73,normal,1,2
1778362083,21.713,normal,1,2
1778362083,22.716,normal,1,2
1778362083,22.886,normal,1,2
1778362083,23.702,normal,1,2
1778362083,24.721,normal,1,2
1778362083,25.794,fast,1,3
1778362083,25.844,normal,1,3
1778362083,26.763,fast,1,3
1778362083,26.899,fast,1,3
1778362083,28.473,normal,1,3
1778362083,29.0,fast,1,3
1778362083,29.611,fast,1,3
1778362083,34.479,normal,1,3
1778362083,36.548,normal,1,3
1778362083,42.641,normal,1,3
1778362083,43.524,normal,1,3
1778362083,44.49,normal,1,3
1778362083,45.556,normal,1,3
1778362083,45.656,normal,1,3
1778362083,45.758,normal,1,3
1778362083,46.706,normal,1,3
1778362083,47.197,normal,1,3
1778362083,47.636,normal,1,3
1778362083,47.67,normal,1,3
1778362083,48.798,fast,1,3
1778362083,49.356,normal,1,3
1778362083,49.627,fast,1,3
1778362083,50.321,normal,1,3
1778362083,50.59,fast,1,3
1778362083,50.86,normal,1,3
1778362083,51.013,fast,1,3
1778362083,51.539,normal,1,3
1778362083,51.795,fast,1,3
1778362083,52.489,normal,1,3
1778362083,52.642,fast,1,3
1778362083,52.727,fast,1,3
1778362083,53.609,fast,1,3
1778362083,53.98,fast,1,3
1778362083,54.676,fast,1,3
1778362083,60.159,tank,1,4
1778362083,61.819,tank,1,4
1778362083,63.365,tank,1,4
1778362083,64.64,tank,1,4
1778362083,65.603,tank,1,4
1778362083,79.032,boss,1,4
1778362083,81.766,boss,1,4
1778362083,84.255,boss,1,4
1778362083,98.34,tank,2,2
1778362083,99.957,tank,2,2
1778362083,100.295,tank,2,2
1778362083,101.569,tank,2,2
1778362083,102.931,tank,2,2
1778362083,108.418,fast,2,2
1778362083,109.66,fast,2,2
1778362083,110.434,fast,2,2
1778362083,110.672,fast,2,2
1778362083,110.792,fast,2,2
1778362083,111.607,fast,2,2
1778362083,111.675,fast,2,2
1778362083,111.879,fast,2,2
1778362083,112.999,fast,2,2
1778362083,113.762,fast,2,3
1778362083,117.035,tank,2,3
1778362083,118.322,tank,2,3
1778362083,119.998,tank,2,3
1778362083,121.284,tank,2,3
1778362083,121.556,tank,2,3
1778362083,135.152,tank,2,3
1778362083,136.323,tank,2,3
1778362083,137.912,tank,2,3
1778362083,138.219,tank,2,3
